sentiment,content
2,"@MichaelTao  i got one too, but it was on a usb key without the fancy packaging"
2,"@syafique ooh maggi goreng. yums. i cant eat, sore throat cmin"
0,@scavengerlor LoL Clever I'm Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24
0,*sigh* Last day at work. I has an sadifying in my heartparts.
0,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.
2,@bioncaaa  so thats how u spent ur weekend so far?
1,@itschelseastaub http://twitpic.com/4vp3x - *swoon* Nick looks so cute when he is serious  *faints*
0,@RetroRewind awwww i cried...makes me cry  i love joey!
2,"@rebecca_leigh Thank you,!  Just trying to stay in a positive head space to keep pushing through it all. How's things at your end?"
1,"@thedustball main event has not happened yet, but he is doing well so far"
2,Good rainy morning all
0,"Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie"
0,AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop
1,@LisaPreston Thank you for the follow friday love
1,hello twittttty world! how do you do?
0,@DinoB937 ask mark if he still has that old blink sense of humor!! i miss it
0,I am working like allways. i hope i have a good day havent talked to my Mr.Goofy in over 24hours so that cant possiabally be good
0,Head in the clouds
1,@bealove thank you my love
1,@xxojackie oh my god! you're kidding! wow !! you must of moved out RIGHT after calleen got his 4 month shots.
2,"@DamoDarko yep, i wish they were all playing dubiln"
1,@charlestrippy LOLL im a college girl...bahahah i love these blogs they're so funny!
2,"@Noodlez Actually, by the time i get there, the train would have arrived..."
1,So theres this boy. Hes so cute. Hes got a six pack.  yum it was fun touchin it.
0,"ahhh twitter, I havent seen you all day"
0,Just got back from the grocery store. Now I'm starving and can't find anything to eat!
1,It feels like its nine and not one. Guess what? I love making money
0,@m_longman yes i am.  but she didn't follow me
2,On the bus.. Yay six flags
1,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
1,YAY!  A bright and shiny new week to play with
0,Just rang the irish one. Drunk. Must confiscate phone.  hate him lots.
1,@bigben91190 its fun though
2,"Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers"
0,@caroldn I feel like a piece of garbage!  See: http://bbltwt.com/nqgp3
0,In children's hospital ER hoping Meredith does NOT have a broken elbow/arm
0,I hate being yelled and sworn at
2,"Marley won't watch the French Open unless it's in HD, which it's not...   But my latest political ad is: http://tinyurl.com/lvsn76"
2,"Woke up dreaming I met my Hero; Author Anne Rice &amp; her son, author Christopher Rice. I was in such euphoria. Perhaps I would someday."
0,@KimmyCakezZ yes ma'am u do have a pretty smile. but you also won't eat chipotle with me.
1,"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww"
1,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9
0,The balmain knockoffs in bebe make me sad.....I want the real deal...these shoes look cheapy cheapy.
0,@Devotfeige man that sucks.
1,Listening to Miley Cyrus Breakout CD ! love it!
0,Have to sell my car. It's costing me too much. Can now afford one rollerskate. Bye bye petey
0,"Missed the WBC counterprotests.  But probably going to WaterFire with Ben, yay!"
0,I didn't find my dress
1,@jlneveloff CONGRATS on graduating college!
0,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow
0,"Husband Went off to bed, now off to missing him again until he is off again Tuesday"
0,@RyanSmithLLC you didn't say you were leaving yesterday! You won't see me at the house anymore once you get back... tear tear
2,@MCRmuffin
0,"feels a sinus headache brewing, but can't take drugs."
1,"@TheAsterik BETTER BE. ALSO, YES. UNF UNF &lt;3 ...Lisa still hasn't gotten any, btw  *smacked*"
1,ps liam we're going to look like tools on the train to the city  hopefully we can scare some old people
0,Kinda doing nothing. Life is boring. I feel like changing my look. Let's go shopping tomorrow
1,@Pink ur shows r amazin  keep it up ! x
2,@MileyIsAmazing1  take tylenol or advil? whatever one i never get headaches so i dont know which is better
1,Hawks lost but it was a good time
1,@torresk hahaha I didn't even notice the name - LICE
0,@Buddy021193 i hear you.. it pisses me off haha
1,good morning  finally a day of sunshine for my summer hol!  away to watch the footie in the sun  x
1,@MichaelDalmer It's IQ is high when it comes to knowledge about how to swim round'n'round in the bowl...
1,@JackieShimamoto i love cobra starship!!  thanks for the suggestion!
1,"@silverarcheress ah, ok  thank youuuuuu!"
2,@caaakes Tell X to email me pics! OfficialShew@gmail
1,"such a long day, heading to bed  . iloveyou &lt;3"
0,Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left
1,"@reemerband wooooo the tour has started yay, 13 days  have an awesome time! loved the video xD"
0,@vargas7 that sucks!!
0,ROTC brought a climbing wall to work for coworkers to try and climb if they wanted.  I forgot my climbing shoes at home today.
1,"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&amp;spa with aunt, uncle &amp; mom; FINALLY HOME"
0,there are some really scary noises coming from outside
1,"@yelyahwilliams Haaaayley, i saw some pictures from the tour, you're so pretty *-* i wanted to see u guys again"
0,Ahhh My Satz blend didn't save
2,"@MissLordy If u don't win u can always roll on my pass lol, I don't have anyone to take"
2,@lizard_lipz I don't know  I haven't heard from Lorraine recently.
2,gotta do my ewrt outline then tennis then work.. i need more time
0,I have no friends
2,@jaymeallover Sry I missed your calls. I fell asleep out of boredom. Colorado Sunrise was enjoyable though.  I actually could hear it. xD
2,"@monicaobrien again, agreed. but having a program showing your friends are on facebook would be easier than giving every1 yer info"
1,@Somaya_Reece naw missed it and the video cool looking sexy
1,#FollowFriday In honor of my web buddies who moved.  @warpdesign @cianan @BigToach @mikedelgado
0,@notbeaverhausen I want to hit that
1,watching because i said so! happy mothers day!
1,@pilgrimfamilyuk OOO YUK !! thats not good Im retching as we tweet
1,Can anyone eat a Hot Pocket and be completely satisfied?? Not me.
0,"@brieasaurus i guess your cooler than me, tony hawk never replied to me"
1,At least they ( kids) havnt gotten to big to still say mommy ILOVE YOU. AWWW they are so sweet. I am so lucky to have my kids.
2,@JammyRabbins i wish you were playing at MY prom
0,"@JoelyRighteous no, silly, to shoot other shoppers with  though a taser is probably the more humane penalty for 12 items in 5 item line"
2,"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown...."
2,11:11 make a wish
2,Is working allll weeekend
1,just got up  Wheres the sun? =O
1,"so star trek pretty much rocked my life ... oh wait, it DID rock my life"
1,@zoeatthedisco lol hell yes i'm keen. WE'RE GOING SKIING AT TREBLE CONE SOMETIME THIS WINTER
1,"@stephiekwan And ooh, you changed your Twitter name! I approve whole heartedly."
1,Strawberry margaritas + baked stuffed shrimp =
1,@clovisdied *hugs* me too.
2,@JanitorusRex would be more fun to date then Steve-O.
0,@jenhp But that is such a bummer you couldn't get your book signed. Sigh ...
1,@TheRealMJ87 I saw the game not a huge cavs fan lol. they pay refs. But Yao's out 4 the rest of playoffs so L.a is cruising to the WCF
1,I'm ACTUALLY on Skype but ssshh don't tell anyone.
2,Goodnight
2,"@jeffparks Good morning, sir"
2,So tired &amp; ready for bed!! Really in the mood for salt &amp; pepper chicken wings &amp; noodles but have no money on me for a Chinese!
1,"@Orchidflower Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food."
2,@Tinkersdamn ah yours is better! enjoy
0,Why am I still upppp????? LOL.  Work in less than 5 hours.
0,My arms are making me want to cry... and also because those shots made me sick
0,"@BonjourHoney Guilt trips, feeling sick, pressure. stress and too much drama"
1,"@ebrown2112 LoL that's from last winter (only a few months ago December) I'm in Seattle, felt like Siberia this last winter"
0,"@Visadharah I'm still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job"
1,@animalria what?? why?
1,Finishing Homework.  BOOO
1,@amandabynes omg in your pic youu look so cuute !
1,"@LuluLuz  i love you,i love you,i love you -you're the most beautiful and sweet girl ever."
0,"@SongzYuuup u welcome babe, kill the show! Yuuupp!"
1,@Cpopulus happy birthday corey!!
0,"@djjezzie  how very rude fof them, you poor girl i hope you recovered from that  awful site"
0,@victoria1810 im so fucking proud of you
0,"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack"
2,"I'm going to see Le Mis tonight. - myonlysanction: ugh, so jealous. aw  im a sucker for musicals, but i... http://tumblr.com/xtl1wb089"
1,"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!"
1,My best friend is coming!excited
0,OMFG my favourite jerk chicken place closed
0,"@UncleCreepy (cont) a bastardized version of French? It's fun, believe me!"
2,dog just farted  so bad.....
2,Watching the kids eating an ice cream.
0,aaaaaw i want to live in the USA
2,"@rnbguru bummer, that means unless I do a youtube rip, which I don't know how, I can't have it."
2,"lumiere is not impressed with my cuddling. but then again, who is  http://sml.vg/jL0kI1"
0,@Jamiebower  you should come to Chile and your band too;) why everything  happens far away from here?? lol we're losing good live music!
1,"OMG i'm so happy as now,thanks to Micheal Sheen (aka Aro)  i know that the photoshoot for the volturi has been done!!! happies!!"
0,My hair looks sooo short
1,@RealJessicaAlba Is it true there won't be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?
0,getting bored of walking up and down the stairs
1,@NickMLTM  oh man that sucks hardcore! haha good luck finishing up recording
2,@FunkShoi You can save it for next time!!   ? http://blip.fm/~5z2sv
0,I have uncontrolable hic-ups right now that hurt
1,"@mollyroloff tell zach &amp; jer I said happy birthday!  they seem like cool brothers, youre lucky haha"
0,home with chocolate and peanut butter. stupid kids on my bus ruined my yearbook
1,@toddkashdan thanks Todd. Enjoyed reading your blog too - I had a little cheer for good old Alfred Wallace. Curious to read your book
1,@beeank haha its awesome i always have to use it when i eat
2,"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows"
1,@SuperNinjaMax noooooooooo my parrents found my stash
0,I hate it when I am in pain
0,@hellokatzchen  Anyone who can wear Victoria's Secret must submit pictures for the rest of us who cannot. My secrets must stay secret.
1,@kaliboooo in bucher's class?! i cried too!
0,Roxie is not feeling very well  http://apps.facebook.com/dogbook/profile/view/6878284
2,Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight though
0,i really cant take this.
0,"twit, my way out of grad traffic."
2,"@Alonis lol &quot;guys in their wet suits&quot;, I should go to the beach and view girls in wet suits"
1,@LmdLaura im fine. but a bit tired  im glad that its weekend now.
1,@amberchase ~ We voted! You have 760 now.
2,"and it's off to work I go, only 9.5 days until the kiddo's finish"
0,I'm really not feeling today...soooo much work to do and I have a soar throat  gosh
1,@MrsSprousex mee too it's looks amazeeeeeee
